sentiment_coeff,tfidf_scores,text,sentiment_rate,normalized_sentiment_rate,pred
"[77.9723557968468, 0, 105.41215601708085, 33.38482748402847, 65.23677485204867, 23.03810938262502, 90.13473279494848, 0, 0, 38.72281357059982, 0, 0]","[6.371219254531703, 7.757513615651594, 1.019953713665571, 7.352048507543429, 7.352048507543429, 6.658901326983484, 7.352048507543429, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594, 7.757513615651594]",pres madagascarclimate change reality facts last 50 yrs avg temp increased significantly,2430.1407274173707,2.457953234038577,Negative
"[60.5289759792997, 9.789801929623003, 0, 20.27898760045187, 105.41216302152692, 105.41215601708085, 38.529139737125256, 3.862275356454723, 4.674369631193151, 38.529139737125256, 89.24266005736797, 105.41216302152692, 105.41215601708085, 49.05217896600499, 0]","[5.965754146423539, 4.081212943744518, 7.757513615651594, 6.1480757032174935, 2.0069848732229985, 2.039907427331142, 12.50687243775064, 4.261006054185113, 4.21655429161428, 12.50687243775064, 5.965754146423539, 2.0069848732229985, 2.039907427331142, 5.885711438750003, 7.757513615651594]",harper says balance key climate change pact new global pact combat climate change must flexi,3199.9470437613536,2.9408136369585227,Negative
"[77.9723557968468, 0, 105.41216302152692, 105.41215601708085, 19.0016145987742, 27.093266148900504, 71.46675290787233, 89.49600553940317, 0, 46.40803504716296, 40.44215570474233, 59.18455300391412]","[6.371219254531703, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 6.658901326983484, 7.352048507543429, 5.885711438750003, 7.352048507543429, 7.757513615651594, 7.352048507543429, 6.658901326983484, 6.1480757032174935]",pres angola climate change caused actions effects already_felt respective societies affects future,3088.772906970554,2.8710797476082366,Negative
"[77.9723557968468, 0, 20.57610874699977, 54.915472902572205, 47.50007250354094, 72.1758901752062, 23.69951798708935, 70.1687158514772, 28.80999623657391, 83.12967670183323, 105.41216302152692, 105.41215601708085]","[6.371219254531703, 7.757513615651594, 4.761781342097603, 6.841222883777439, 7.352048507543429, 6.25343621887532, 6.658901326983484, 7.064366435091649, 7.352048507543429, 5.15482393020721, 1.0034924366114992, 1.019953713665571]",pres ghanaimmediate action continue pursue_mdg goals support developing_countries adapting deal climate change,3278.154495850371,2.9898691994101187,Negative
"[77.9723557968468, 0, 105.41216302152692, 105.41215601708085, 89.49600553940317, 68.86546890339272, 72.99380845110005, 0, 48.39545075726757, 0, 42.877787232589576]","[6.371219254531703, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 6.371219254531703, 6.371219254531703, 7.757513615651594, 6.841222883777439, 7.757513615651594, 6.841222883777439]",pres ghanaconsequences climate change already_felt africa even ghana floods erratic rainfall_patterns,2896.290900572784,2.7503455613710113,Negative
"[28.29401743069931, 76.59421183336543, 0, 59.52677870035362, 65.68499078806859, 105.41216302152692, 105.41215601708085, 0, 20.57610874699977, 17.431789002263958, 41.40887286007382, 84.55375282442357]","[7.352048507543429, 7.064366435091649, 7.757513615651594, 6.052765523413169, 6.371219254531703, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 4.761781342097603, 6.052765523413169, 7.352048507543429, 7.064366435091649]",pres_zambia determined provide leadership dealing climate change decisive action need reduce_greenhouse gases,2846.4477055484153,2.7190814567237718,Negative
"[28.29401743069931, 0, 0, 84.1631987196092, 0, 0, 71.46675290787233, 105.41216302152692, 105.41215601708085, 38.846230604758624, 68.7590214847702, 72.99380845110005]","[7.352048507543429, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594, 7.757513615651594, 5.885711438750003, 1.0034924366114992, 1.019953713665571, 6.658901326983484, 7.352048507543429, 6.371219254531703]",pres_zambia dependence hydro difficult zambia absorb effects climate change cost acting even,2689.9718572294582,2.6209321046564003,Negative
"[70.72935469177452, 28.85042460810365, 105.41216302152692, 105.41215601708085, 0, 65.23677485204867, 40.83394359558062, 62.85052276241502]","[7.352048507543429, 6.25343621887532, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 7.352048507543429, 5.885711438750003, 6.1480757032174935]",highlevel event climate change rhetoric facts still interesting,2020.0862791173488,2.200746905743408,Negative
"[68.19889626629318, 53.681445415780246, 75.9369036893444, 46.34168826906964, 105.41216302152692, 105.41215601708085, 36.06947341447501, 61.47965143432057, 38.846230604758624, 63.26540857912831, 72.3567227995659]","[7.352048507543429, 7.064366435091649, 7.064366435091649, 6.841222883777439, 1.0034924366114992, 1.019953713665571, 6.25343621887532, 7.064366435091649, 6.658901326983484, 7.352048507543429, 6.841222883777439]",president_czech republic scientific consensus climate change risk small cost mitigate high,3826.0877294110173,3.3335598866817713,Neutral
"[50.683033738421415, 10.678264856169855, 86.83094763477786, 105.41216302152692, 105.41215601708085, 31.86577880052144, 43.40004917560005, 65.5071575220688, 0]","[5.506221817045099, 4.21655429161428, 5.272606965863594, 1.0034924366114992, 1.019953713665571, 6.052765523413169, 7.352048507543429, 6.658901326983484, 7.757513615651594]",environment un conference climate change part thematic_plenary adaptation vu,1943.3798495164574,2.152632858460005,Negative
"[0, 60.11286123281136, 0, 105.41216302152692, 105.41215601708085, 28.903094656043308, 34.194778946242096, 54.31648482685293, 41.92132103223931, 28.903094656043308, 37.99282238728543, 34.194778946242096, 41.92132103223931, 90.45803112256294, 0]","[7.757513615651594, 6.371219254531703, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 13.009501294312452, 13.317802653966968, 6.504750647156226, 13.009501294312452, 13.009501294312452, 6.371219254531703, 13.317802653966968, 13.009501294312452, 6.371219254531703, 7.757513615651594]",noted ipcc reported climate change would affect poor countries would also affect countries like denmark,4521.571078952682,3.769801267473121,Neutral
"[0, 30.264549812610632, 83.09914728030779, 105.41216302152692, 105.41215601708085, 84.86799633217997, 78.666456127699, 0, 50.289422158217846, 33.447458070186386]","[7.757513615651594, 5.811603466596281, 6.841222883777439, 1.0034924366114992, 1.019953713665571, 7.064366435091649, 7.064366435091649, 7.757513615651594, 6.504750647156226, 6.371219254531703]",amazon may survive climate change better computer_models suggested according research,2653.1697160558074,2.597847990720025,Negative
"[0, 0, 29.199668074536174, 31.81691116393803, 30.66057222206073, 105.41216302152692, 105.41215601708085, 38.72913131903248, 35.34570025373974, 0, 0]","[7.757513615651594, 7.757513615651594, 7.352048507543429, 6.1480757032174935, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.064366435091649, 7.352048507543429, 7.757513615651594, 7.757513615651594]",taxi drivers hate united_nations fixing climate change less priority street closures,1382.4640752753146,1.8007988828172186,Very Negative
"[84.86799633217997, 75.02287626776757, 0, 56.58943294536358, 45.16860645454702, 65.68499078806859, 105.41216302152692, 105.41215601708085, 52.53303575002634, 18.22820389674682, 88.5913104544712, 53.16280537556075, 32.32102917434737, 0, 0]","[7.064366435091649, 6.658901326983484, 7.757513615651594, 7.352048507543429, 7.352048507543429, 6.371219254531703, 1.0034924366114992, 1.019953713665571, 6.658901326983484, 7.352048507543429, 7.352048507543429, 7.352048507543429, 7.352048507543429, 7.757513615651594, 7.757513615651594]",better use market based approach dealing climate change sec gen ban_ki moon passionate compelling imo,4242.663753843953,3.59485686844698,Neutral
"[71.46675290787233, 105.41216302152692, 105.41215601708085, 40.44215570474233, 54.31648482685293, 27.80028220796555, 81.38435974438453, 105.41216302152692, 105.41215601708085, 0, 61.79857083947546, 0]","[5.885711438750003, 2.0069848732229985, 2.039907427331142, 6.658901326983484, 6.504750647156226, 7.352048507543429, 7.352048507543429, 2.0069848732229985, 2.039907427331142, 7.757513615651594, 6.658901326983484, 7.757513615651594]",effects climate change affects poor island_states matter_survival climate change undo progress mdg,3110.6728817347007,2.8848164894536064,Negative
"[18.22820389674682, 52.53303575002634, 88.5913104544712, 53.16280537556075, 0, 59.52677870035362, 48.33464828674612, 27.830078939963474, 105.41216302152692, 105.41215601708085]","[7.352048507543429, 6.658901326983484, 7.352048507543429, 7.352048507543429, 7.757513615651594, 6.052765523413169, 5.742610595109329, 6.052765523413169, 1.0034924366114992, 1.019953713665571]",gen sec ban_ki moon appeals leadership leaders act climate change,2545.6235442823727,2.5303897395567363,Negative
"[10.678264856169855, 52.53303575002634, 71.15069303839087, 0, 35.11755094502598, 0, 18.375154279487724, 105.41216302152692, 105.41215601708085, 30.771154349347047, 10.052588907681276, 85.7598891216708]","[4.21655429161428, 6.658901326983484, 7.352048507543429, 7.757513615651594, 7.352048507543429, 7.757513615651594, 6.371219254531703, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 4.8671418577554295, 7.064366435091649]",un sec general_ban ki_moon speaking fundamental problem climate change define us legacy,2387.4927124638803,2.4312023003985668,Negative
"[105.41216302152692, 105.41215601708085, 37.3033160943741, 10.678264856169855, 27.17282377445574, 48.33464828674612, 0, 37.52932381349756, 37.30304810432214, 61.13069912616759]","[1.0034924366114992, 1.019953713665571, 6.1480757032174935, 4.21655429161428, 7.352048507543429, 5.742610595109329, 7.757513615651594, 5.965754146423539, 6.841222883777439, 7.352048507543429]",climate change focus un forum leaders 150 nations expected atten,1893.532955743107,2.1213664337753926,Negative
"[50.683033738421415, 10.678264856169855, 86.83094763477786, 105.41216302152692, 105.41215601708085, 51.46381827617137, 19.181025754618787, 31.81691116393803, 39.67970713962636]","[5.506221817045099, 4.21655429161428, 5.272606965863594, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 6.25343621887532, 6.1480757032174935, 6.658901326983484]",environment un conference climate change blogging live united_nations building,1927.0776027479806,2.142407287071461,Negative
"[86.70140071488453, 76.62496045983569, 0, 105.41216302152692, 105.41215601708085, 86.70140071488453, 0, 76.62496045983569]","[15.515027231303188, 14.128732870183297, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 15.515027231303188, 7.757513615651594, 14.128732870183297]",worlds_poor likely suffer climate change worlds_poor among likely,5068.872209531955,4.1130954686497745,Positive
"[87.44804819171034, 0, 0, 36.09486268834046, 0, 105.41216302152692, 105.41215601708085, 28.85042460810365]","[6.504750647156226, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 6.25343621887532]",attending welcoming gettogether heads delegation climate change event,1227.909047913699,1.7038543641757453,Very Negative
"[105.41216302152692, 105.41215601708085, 11.106060790220193, 32.127279565227056]","[1.0034924366114992, 1.019953713665571, 7.064366435091649, 4.954153234745059]",climate change talks_open new_york,450.9165773682241,1.2164864517180016,Very Negative
"[47.576772941878005, 39.0421758711456, 105.41216302152692, 105.41215601708085, 11.942637213818806]","[5.31516658028239, 5.885711438750003, 1.0034924366114992, 1.019953713665571, 7.064366435091649]",prime_minister john_howard climate change announcement,780.3324484506992,1.4231122962480085,Very Negative
"[23.56274615975825, 60.5289759792997, 47.52252686868463, 10.678264856169855, 32.69722486080643, 105.41216302152692, 105.41215601708085, 67.33565202474819, 33.72359135309459, 86.8276802683655, 18.90798429328025, 48.33464828674612]","[5.811603466596281, 5.965754146423539, 6.1480757032174935, 4.21655429161428, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 5.406138358488116, 6.052765523413169, 4.666471162293279, 5.742610595109329]",globe harper address un session climate change largest meeting ever world leaders,2823.2441352838423,2.704527035632056,Negative
"[105.41216302152692, 105.41215601708085, 11.106060790220193, 32.127279565227056]","[1.0034924366114992, 1.019953713665571, 7.064366435091649, 4.954153234745059]",climate change talks_open new_york,450.9165773682241,1.2164864517180016,Very Negative
"[105.41216302152692, 105.41215601708085, 11.106060790220193, 32.127279565227056]","[1.0034924366114992, 1.019953713665571, 7.064366435091649, 4.954153234745059]",climate change talks_open new_york,450.9165773682241,1.2164864517180016,Very Negative
"[0, 105.41216302152692, 105.41215601708085, 64.63632412503311, 0, 44.64342239043384, 88.48963384265227, 36.06947341447501, 0]","[7.757513615651594, 1.0034924366114992, 1.019953713665571, 6.052765523413169, 7.757513615651594, 7.064366435091649, 6.052765523413169, 6.25343621887532, 7.757513615651594]",bluetongue climate change know officials warned uk risk bluet,1681.0669935689352,1.9880973270870652,Very Negative
"[0, 0, 0, 29.63225674323329, 105.41216302152692, 105.41215601708085]","[7.757513615651594, 7.757513615651594, 7.757513615651594, 6.1480757032174935, 1.0034924366114992, 1.019953713665571]",pownce adamchernow pope calling climate change,395.4771860286521,1.1817121373592967,Very Negative
"[86.8276802683655, 71.48946039292363, 34.31255821567462, 105.41216302152692, 105.41215601708085, 34.74740776978836, 0, 37.99282238728543, 27.17788663203266, 34.31255821567462, 44.95160978468239]","[6.052765523413169, 6.841222883777439, 11.771422877500006, 1.0034924366114992, 1.019953713665571, 5.811603466596281, 7.757513615651594, 6.371219254531703, 7.064366435091649, 11.771422877500006, 7.064366435091649]",ever companies see climate change threat though also firms see opportuni,2989.281966284755,2.808674133772038,Negative
"[10.052588907681276, 105.41216302152692, 105.41215601708085, 0, 45.044472454544845, 27.72872293778917, 10.052588907681276, 0, 105.41216302152692, 105.41215601708085, 82.29362795185362]","[9.734283715510859, 2.0069848732229985, 2.039907427331142, 7.757513615651594, 7.064366435091649, 5.231784971343338, 9.734283715510859, 7.757513615651594, 2.0069848732229985, 2.039907427331142, 6.841222883777439]",us climate change programme failing people us understands climate change well,2075.163244229894,2.235293888537932,Negative
"[76.62496045983569, 0, 105.41216302152692, 105.41215601708085, 0, 29.918990563608663, 0, 0, 0, 30.702105384026268, 0]","[7.064366435091649, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 6.371219254531703, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594]",likely protected climate change exposure sun buried debris loose papers closet,1170.9464438988518,1.6681246158715135,Very Negative
"[20.62931065226129, 0, 86.64741365460179, 0, 105.41216302152692, 7.156612608490619, 40.23786445910605, 87.24713509408744, 45.52945202931756, 0, 68.64567420428699, 0, 32.26220357490303, 0]","[6.1480757032174935, 7.757513615651594, 6.504750647156226, 7.757513615651594, 1.0034924366114992, 5.118456286036335, 7.352048507543429, 6.658901326983484, 7.352048507543429, 7.757513615651594, 6.841222883777439, 7.757513615651594, 7.352048507543429, 7.757513615651594]",trying keep head exploding climate changes waiting flood bc sink pacific advil crack whore,2751.2106784709667,2.6593441068330677,Negative
"[50.683033738421415, 10.678264856169855, 86.83094763477786, 105.41216302152692, 105.41215601708085, 4.674369631193151, 30.95193959872501, 65.66978297785585, 41.01839423313871, 61.13069912616759]","[5.506221817045099, 4.21655429161428, 5.272606965863594, 1.0034924366114992, 1.019953713665571, 4.21655429161428, 7.352048507543429, 7.064366435091649, 7.064366435091649, 7.352048507543429]",environment un conference climate change global voices_one blogs invited atten,2445.608935344015,2.4676556552234032,Negative
"[31.41839481090165, 49.93224164294544, 10.678264856169855, 42.45273235369946, 105.41216302152692, 105.41215601708085, 69.4976248933652]","[7.352048507543429, 7.352048507543429, 4.21655429161428, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.841222883777439]",ny getting_ready un conf climate change monday,1643.9784264793957,1.9648335527215453,Very Negative
"[33.30851994172004, 0, 30.264549812610632, 0, 105.41216302152692, 105.41215601708085, 0, 39.782552815181056]","[7.064366435091649, 7.757513615651594, 5.811603466596281, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 6.841222883777439]",science_study biofuels may larger climate change hazard oil,896.6462918931898,1.4960700625294587,Very Negative
"[39.8841120591926, 0, 105.41216302152692, 105.41215601708085, 72.1758901752062, 63.94129471734982, 40.9019264850866, 88.74172119895135]","[4.689460680517977, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 6.25343621887532, 5.31516658028239, 7.352048507543429, 7.064366435091649]",china sticking climate change goals science daily press_release,2119.153746326345,2.2628868961762993,Negative
"[23.56274615975825, 32.19339333376232, 16.77304257961645, 0, 0, 105.41216302152692, 105.41215601708085, 16.76643170119589, 50.683033738421415, 0, 0, 0]","[5.811603466596281, 6.371219254531703, 5.31516658028239, 7.757513615651594, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 4.787099150081893, 5.506221817045099, 7.757513615651594, 7.757513615651594, 7.757513615651594]",globe federal panel rips harpers climate change plan environment watchdog accuses governmen,1003.8304454954957,1.5633012380813056,Very Negative
"[10.678264856169855, 37.92737477437717, 52.62825313801726, 27.808487966367977, 105.41216302152692, 105.41215601708085, 35.01962254385398, 31.81691116393803, 36.02993856709556, 37.92737477437717, 40.022449074976464]","[4.21655429161428, 15.515027231303188, 5.742610595109329, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.658901326983484, 6.1480757032174935, 5.885711438750003, 15.515027231303188, 6.504750647156226]",un negotiator urges steps climate change washington united_nations top negotiator clima,2843.0855958048205,2.716972576046924,Negative
"[93.9473316857566, 15.76037786894586, 105.41216302152692, 105.41215601708085, 38.93126155085218, 38.93126155085218, 31.018264737364056, 27.18457185515392, 39.8841120591926, 54.915472902572205, 82.60861013679738]","[6.841222883777439, 5.049463414549384, 1.0034924366114992, 1.019953713665571, 13.682445767554878, 13.682445767554878, 7.352048507543429, 6.658901326983484, 4.689460680517977, 6.841222883777439, 5.885711438750003]",china_vows tackle climate change xinhua xinhua via china_daily china continue efforts,3458.9432401888466,3.1032687962713896,Neutral
"[0, 105.41216302152692, 105.41215601708085, 54.08009816309736, 51.61945464196228, 68.40514361642568, 0, 33.313775256885904, 32.02246660894128, 20.546893196048927]","[7.757513615651594, 1.0034924366114992, 1.019953713665571, 7.064366435091649, 6.841222883777439, 7.352048507543429, 7.757513615651594, 6.052765523413169, 6.504750647156226, 6.658901326983484]",rl34150 climate change eu emissions trading_scheme ets gets ready kyoto,1998.1539520582846,2.1869898709466455,Negative
"[105.41216302152692, 105.41215601708085, 0, 10.052588907681276, 0, 0, 0, 0, 0, 0, 67.71262107919082, 68.45675382962838]","[1.0034924366114992, 1.019953713665571, 7.757513615651594, 4.8671418577554295, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.757513615651594, 6.1480757032174935, 5.885711438750003]",climate change killing us forests pines californias sierra nevada dying due water,1081.4422240983429,1.6119831648099487,Very Negative
"[31.604428562757555, 105.41216302152692, 105.41215601708085, 90.4084495258692, 18.533923340058703, 85.4405302802158, 39.20928276608346, 0]","[7.352048507543429, 1.0034924366114992, 1.019953713665571, 6.841222883777439, 6.371219254531703, 7.064366435091649, 7.352048507543429, 7.757513615651594]",globe_adapting climate change australias big dry globe_insider subscribers,2074.0929263402923,2.2346225324884257,Negative
"[0, 45.980806327017305, 105.41216302152692, 105.41215601708085, 0, 105.41216302152692, 105.41215601708085, 50.50465342868668, 0, 0, 0]","[7.757513615651594, 6.1480757032174935, 2.0069848732229985, 2.039907427331142, 7.757513615651594, 2.0069848732229985, 2.039907427331142, 7.352048507543429, 7.757513615651594, 7.757513615651594, 7.757513615651594]",swissinfo special climate change asianet climate change leaving mark switzerland glac,1507.1894533141653,1.8790327775197282,Very Negative
"[28.67683131664134, 37.3033160943741, 105.41216302152692, 105.41215601708085, 0, 10.678264856169855, 36.78921960962299, 105.41216302152692, 105.41215601708085, 0, 37.3033160943741]","[6.841222883777439, 12.296151406434987, 2.0069848732229985, 2.039907427331142, 7.757513615651594, 4.21655429161428, 7.064366435091649, 2.0069848732229985, 2.039907427331142, 7.757513615651594, 12.296151406434987]",ri focus climate change 62nd un general_assembly climate change indonesias focus,2271.6603649007066,2.3585465520264983,Negative
"[32.47153383109047, 105.41216302152692, 105.41215601708085, 27.79372242244713, 88.63944606579474, 43.90974602438398, 105.41216302152692, 105.41215601708085, 44.48107650740238]","[5.406138358488116, 2.0069848732229985, 2.039907427331142, 6.841222883777439, 6.841222883777439, 6.504750647156226, 2.0069848732229985, 2.039907427331142, 5.965754146423539]",details climate change policy_issued today_details governments climate change policy,2376.25929003198,2.4241561450651083,Negative
"[32.47153383109047, 105.41216302152692, 105.41215601708085, 27.79372242244713, 88.63944606579474, 43.90974602438398, 105.41216302152692, 105.41215601708085, 44.48107650740238]","[5.406138358488116, 2.0069848732229985, 2.039907427331142, 6.841222883777439, 6.841222883777439, 6.504750647156226, 2.0069848732229985, 2.039907427331142, 5.965754146423539]",details climate change policy_issued today_details governments climate change policy,2376.25929003198,2.4241561450651083,Negative
"[32.47153383109047, 105.41216302152692, 105.41215601708085, 27.79372242244713, 88.63944606579474, 43.90974602438398, 105.41216302152692, 105.41215601708085, 44.48107650740238]","[5.406138358488116, 2.0069848732229985, 2.039907427331142, 6.841222883777439, 6.841222883777439, 6.504750647156226, 2.0069848732229985, 2.039907427331142, 5.965754146423539]",details climate change policy_issued today_details governments climate change policy,2376.25929003198,2.4241561450651083,Negative
"[30.750064713400533, 51.39744881649651, 59.87262543704479, 81.22276679888716, 105.41216302152692, 105.41215601708085, 27.276656889364887, 71.38977846313513]","[7.352048507543429, 7.352048507543429, 7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429]",excavations_channel tunnel_rail link_show scientists_glimpse climate change 55_million years_ago,2579.988919247376,2.5519453938165046,Negative
"[30.750064713400533, 51.39744881649651, 59.87262543704479, 81.22276679888716, 105.41216302152692, 105.41215601708085, 27.276656889364887, 71.38977846313513]","[7.352048507543429, 7.352048507543429, 7.352048507543429, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429]",excavations_channel tunnel_rail link_show scientists_glimpse climate change 55_million years_ago,2579.988919247376,2.5519453938165046,Negative
"[32.47153383109047, 105.41216302152692, 105.41215601708085, 27.79372242244713, 88.63944606579474, 43.90974602438398, 105.41216302152692, 105.41215601708085, 44.48107650740238]","[5.406138358488116, 2.0069848732229985, 2.039907427331142, 6.841222883777439, 6.841222883777439, 6.504750647156226, 2.0069848732229985, 2.039907427331142, 5.965754146423539]",details climate change policy_issued today_details governments climate change policy,2376.25929003198,2.4241561450651083,Negative
"[30.69923701873759, 0, 0, 52.9747134828456, 105.41216302152692, 105.41215601708085, 0, 0, 79.39002908857765, 30.69923701873759, 38.19613196616004]","[15.515027231303188, 7.757513615651594, 7.757513615651594, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 7.757513615651594, 6.658901326983484, 15.515027231303188, 6.841222883777439]",venice cruelly trampled death climate change uh tourists link venice e,2345.326110290926,2.4047533325442947,Negative
"[32.88840642661141, 0, 82.6722947985221, 105.41216302152692, 105.41215601708085, 21.135138233989345]","[7.352048507543429, 7.757513615651594, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 5.965754146423539]",vegetarian society launches climate change campaign,1188.9907478416483,1.679442891244478,Very Negative
"[62.85052276241502, 54.9908144969817, 31.13971021370089, 39.85498149936437, 30.66057222206073, 105.41216302152692, 105.41215601708085, 0]","[6.1480757032174935, 7.352048507543429, 6.658901326983484, 5.560289038315375, 7.352048507543429, 1.0034924366114992, 1.019953713665571, 7.757513615651594]",interesting story npr day fixing climate change fixate,1658.3802245580314,1.973867069172863,Very Negative
"[34.062221777422536, 0, 43.763500648959095, 0, 33.069925430214106, 105.41216302152692, 105.41215601708085, 36.06947341447501, 0]","[7.352048507543429, 7.757513615651594, 7.352048507543429, 7.757513615651594, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 6.25343621887532, 7.757513615651594]",edwards joins state treasurers pressing climate change risk disclosures,1244.650537393472,1.714355450207457,Very Negative
"[0, 71.48946039292363, 0, 34.52925672278311, 105.41216302152692, 105.41215601708085, 0, 10.052588907681276, 0, 81.31825691900467, 92.16782619670508, 0, 0, 0, 0]","[7.757513615651594, 6.841222883777439, 7.757513615651594, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 7.757513615651594, 4.8671418577554295, 7.757513615651594, 6.841222883777439, 7.064366435091649, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.757513615651594]",car companies avoid huge climate change payout us lawsuit seeking hold six auto makers respons,2202.649477058074,2.3152595272228895,Negative
"[48.76594837067774, 76.59421183336543, 73.63557834967699, 10.678264856169855, 105.41216302152692, 105.41215601708085, 43.2061091549922, 59.77036151675503, 64.91270167173255, 28.979612582057637, 38.19613196616004]","[6.1480757032174935, 7.064366435091649, 6.371219254531703, 4.21655429161428, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.352048507543429, 6.841222883777439, 7.064366435091649, 6.841222883777439]",president determined make un climate change confab success president_susilo bambang_yudhoyono e,3235.5771700845507,2.9631626055071516,Negative
"[76.34113627739735, 0, 10.052588907681276, 32.17467732373402, 0, 105.41216302152692, 105.41215601708085, 38.67191244917553, 0, 0, 31.951803386189997, 0, 0]","[6.25343621887532, 7.757513615651594, 4.8671418577554295, 7.352048507543429, 7.757513615651594, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594, 7.757513615651594]",thinking invade us breaking laws climate change presidents glass houses shouldnt throw bombs,1495.396404155854,1.8716355967648584,Very Negative
"[105.41216302152692, 105.41215601708085, 68.45675382962838, 75.02287626776757, 0, 60.56389035844332, 81.85245037646975, 47.33028718878461]","[1.0034924366114992, 1.019953713665571, 5.885711438750003, 6.658901326983484, 7.757513615651594, 7.352048507543429, 7.352048507543429, 7.352048507543429]",climate change water use deserve attention wakeup_call us_congress,2510.808870360189,2.508552262881525,Negative
"[63.94129471734982, 0, 0, 37.067454031707655, 0, 105.41216302152692, 7.156612608490619]","[5.31516658028239, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594, 1.0034924366114992, 5.118456286036335]",science dusty tomes document medieval climate changes,754.7914699855119,1.4070917377116203,Very Negative
"[38.20478656968946, 0, 0, 0, 28.268849861214623, 0, 105.41216302152692, 105.41215601708085]","[7.352048507543429, 7.757513615651594, 7.757513615651594, 7.757513615651594, 7.352048507543429, 7.757513615651594, 1.0034924366114992, 1.019953713665571]",wearing tshirt carrying umbrella oh wonders climate change,702.0132278268896,1.3739866270713859,Very Negative
"[57.631047589372045, 105.41216302152692, 105.41215601708085, 30.365272768950764, 89.58169778116708]","[6.371219254531703, 1.0034924366114992, 1.019953713665571, 7.352048507543429, 6.841222883777439]",nobel_intent climate change doom neanderthals,1416.5711875445854,1.8221925420054044,Very Negative
"[0, 3.862275356454723, 31.990504766884538, 0, 4.674369631193151, 105.41216302152692, 105.41215601708085, 36.75609771852003, 0, 39.72436929463494, 64.01071153699846]","[7.757513615651594, 4.261006054185113, 7.352048507543429, 7.757513615651594, 4.21655429161428, 1.0034924366114992, 1.019953713665571, 7.064366435091649, 7.757513615651594, 7.352048507543429, 6.841222883777439]",noticing new lie town global climate change natural cyclical process nothing,1474.2840607139703,1.8583928960432696,Very Negative
"[46.838842765465664, 69.91338524050741, 19.70369772935169, 105.41216302152692, 105.41215601708085]","[6.841222883777439, 7.064366435091649, 6.658901326983484, 1.0034924366114992, 1.019953713665571]",local nuclear answer climate change,1158.8295423039676,1.6605242989320086,Very Negative
"[77.90702558517354, 21.135138233989345, 105.41216302152692, 105.41215601708085, 56.43892792642109, 0, 21.135138233989345, 105.41216302152692, 105.41215601708085, 84.7768901053237]","[6.371219254531703, 11.931508292847077, 2.0069848732229985, 2.039907427331142, 7.064366435091649, 7.757513615651594, 11.931508292847077, 2.0069848732229985, 2.039907427331142, 7.064366435091649]",panda_news campaign climate change sunday kalingatimes campaign climate change fr,2851.494493953953,2.7222470507585457,Negative
"[0, 28.968711712813366, 49.09438939718086, 35.65165797491366, 32.46357482147904, 70.26527829324861, 105.41216302152692, 105.41215601708085, 92.03950625488956]","[7.757513615651594, 6.841222883777439, 6.841222883777439, 6.052765523413169, 5.885711438750003, 7.064366435091649, 1.0034924366114992, 1.019953713665571, 5.965754146423539]",david_cameron german_chancellor angela_merkel agree work together climate change security,2199.6700015210545,2.3133906535494075,Negative
